input_ids,token_type_ids,attention_mask
"[[101, 24471, 17298, 5910, 1011, 6151, 10768, 7317, 26702, 6673, 2618, 10476, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1020, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 23205, 2239, 1062, 2575, 1009, 2484, 1011, 3963, 3461, 1015, 1024, 1018, 1055, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1016, 1012, 6486, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 10654, 2050, 27829, 6906, 10230, 5403, 15053, 3126, 1010, 8148, 1010, 29058, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5585, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8412, 7367, 2140, 2324, 1011, 8746, 7382, 1018, 1012, 1014, 1043, 9808, 2015, 1052, 2480, 2396, 17339, 2140, 1011, 17212, 1012, 1024, 16798, 2620, 2509, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4805, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 20933, 23665, 20933, 8540, 1060, 2546, 15136, 1011, 4583, 7382, 1016, 1012, 1022, 1011, 1018, 1012, 1014, 1054, 1048, 2213, 1051, 2483, 16417, 12638, 3367, 12722, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4229, 2683, 1012, 5585, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 9330, 1041, 2891, 1049, 2629, 2303, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6163, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 13426, 2075, 3077, 6323, 2139, 3683, 2319, 18003, 2121, 8040, 13492, 2290, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1023, 1012, 2753, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 23591, 3610, 2368, 14086, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 4583, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3158, 6494, 8318, 10958, 15136, 1022, 18098, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4583, 1012, 2322, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3158, 8663, 2696, 6593, 1018, 17310, 3385, 1022, 18098, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 10715, 1012, 3515, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 9658, 22686, 1009, 21680, 9765, 4586, 6277, 2275, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 3438, 2629, 1012, 4090, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 6583, 4509, 25215, 2099, 6036, 17910, 10514, 2361, 2760, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1015, 1012, 4261, 2487, 1012, 2459, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 19102, 2338, 3104, 9019, 1041, 3501, 1011, 3027, 2620, 14142, 11937, 9153, 20689, 6151, 1042, 29401, 21886, 2571, 13433, 3995, 9231, 29058, 6519, 9088, 21628, 1055, 2549, 1006, 1041, 3501, 1011, 3027, 2620, 14142, 19473, 2290, 3207, 1007, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5818, 1012, 4749, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 11865, 18413, 8586, 4060, 13542, 26547, 2063, 1052, 2243, 1011, 22851, 18613, 2692, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2410, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8827, 2549, 11867, 9257, 1011, 5713, 2539, 1011, 3115, 3179, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5139, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 28554, 7384, 7315, 2818, 8724, 8950, 6799, 2121, 12882, 2317, 1010, 3808, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6353, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 1996, 17830, 29109, 2140, 13383, 2121, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4464, 1012, 3963, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 14794, 2001, 8376, 8091, 2638, 1011, 2753, 2213, 1011, 11827, 2595, 16147, 2692, 27487, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5401, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8040, 5369, 13944, 2818, 16731, 27009, 16409, 2079, 27877, 9096, 27164, 2121, 1011, 12849, 8737, 8303, 2953, 1010, 19330, 19699, 7416, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 23628, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 25022, 2078, 16211, 12380, 16211, 4779, 3217, 2152, 4010, 2829, 12214, 9515, 7959, 2140, 10210, 4010, 11263, 12079, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 20636, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2056, 1020, 2015, 12922, 2039, 6402, 4509, 1040, 2243, 2829, 16914, 2102, 23506, 2368, 1011, 8040, 7295, 27595, 10210, 11113, 28402, 6499, 7317, 2063, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 22777, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 6892, 2239, 17350, 2575, 2656, 1060, 1016, 7382, 2531, 5881, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2484, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2005, 11711, 2005, 11711, 3449, 14083, 13719, 2099, 19739, 19731, 2140, 10210, 3384, 4877, 2818, 22270, 2063, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2184, 1012, 6070, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 16216, 23796, 3489, 8758, 1011, 15942, 2638, 2057, 7096, 2890, 5562, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2756, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 17070, 4904, 27412, 2015, 16417, 9769, 19181, 24463, 23491, 2078, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4464, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1062, 4313, 10609, 2121, 2571, 24700, 2483, 1064, 16012, 1062, 4313, 10609, 14270, 5054, 1006, 2459, 2595, 24594, 27487, 1007, 1009, 1062, 4313, 10609, 16050, 12881, 2884, 1011, 2275, 10210, 16012, 1062, 4313, 10609, 4747, 1006, 2184, 19968, 1007, 1009, 1062, 4313, 10609, 5283, 12439, 1011, 2275, 1000, 28616, 4648, 1000, 10210, 1021, 27487, 1062, 4313, 10609, 5283, 12439, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4464, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1062, 4313, 10609, 2121, 2571, 24700, 2483, 1064, 16012, 1062, 4313, 10609, 14270, 5054, 1006, 2459, 2595, 24594, 27487, 1007, 1009, 1062, 4313, 10609, 16050, 12881, 2884, 1011, 2275, 10210, 16012, 1062, 4313, 10609, 4747, 1006, 2184, 19968, 1007, 1009, 1062, 4313, 10609, 5283, 12439, 1011, 2275, 1000, 28616, 4648, 1000, 10210, 1021, 27487, 1062, 4313, 10609, 5283, 12439, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4464, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1062, 4313, 10609, 2121, 2571, 24700, 2483, 1064, 16012, 1062, 4313, 10609, 14270, 5054, 1006, 2459, 2595, 24594, 27487, 1007, 1009, 1062, 4313, 10609, 16050, 12881, 2884, 1011, 2275, 10210, 16012, 1062, 4313, 10609, 4747, 1006, 2184, 19968, 1007, 1009, 1062, 4313, 10609, 5283, 12439, 1011, 2275, 1000, 28616, 4648, 1000, 10210, 1021, 27487, 1062, 4313, 10609, 5283, 12439, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4464, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1049, 14945, 1011, 16012, 6342, 17499, 16012, 1011, 8040, 6806, 3683, 27266, 2063, 24654, 19099, 9010, 1011, 2531, 1043, 10722, 2618, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1016, 1012, 4293, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 18801, 9526, 1055, 1005, 1011, 3730, 25002, 2099, 1010, 1999, 27843, 21709, 1010, 18672, 18337, 2102, 1010, 16853, 8151, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4090, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 1059, 2361, 1011, 5709, 10162, 7913, 23793, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4229, 1012, 3963, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 17494, 10448, 2140, 3609, 3143, 4047, 4652, 12509, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2861, 1012, 5890, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8529, 12618, 19226, 2532, 4429, 2188, 2324, 1013, 2539, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 3438, 102]]","[[0, 0, 0]]","[[1, 1, 1]]"
"[[101, 2771, 9759, 3630, 2062, 6632, 2462, 9108, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 10550, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3565, 13102, 13089, 5439, 2731, 11393, 2102, 23506, 2368, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 25717, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3467, 12875, 2061, 9284, 6290, 2080, 1016, 14993, 1013, 3515, 2099, 16576, 9402, 2232, 20118, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 14078, 1012, 6185, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 19723, 6132, 5428, 10867, 11829, 13213, 10729, 2665, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2403, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2260, 2595, 26666, 17212, 1012, 1019, 1043, 7630, 6528, 19699, 7416, 1011, 22466, 4571, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2603, 1012, 6070, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2260, 2595, 26666, 17212, 1012, 1019, 1043, 7630, 6528, 19699, 7416, 1011, 22466, 4571, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2603, 1012, 6070, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 11897, 25311, 22669, 8670, 16257, 2080, 1038, 2232, 2487, 2050, 17788, 8889, 2632, 2226, 1006, 1016, 1010, 1019, 1056, 1007, 1010, 9594, 3351, 12414, 2102, 1016, 1010, 1019, 1056, 1010, 9594, 6806, 5369, 8117, 1012, 5345, 3461, 1010, 9594, 6806, 5369, 4098, 1012, 4466, 2629, 3461, 1010, 21395, 25833, 3461, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 23785, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 23564, 10182, 5332, 1062, 16257, 2683, 18827, 2575, 2475, 18684, 1011, 24654, 9153, 2497, 9759, 5620, 3270, 12083, 2063, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 20003, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 23564, 10182, 5332, 1062, 2232, 2497, 21057, 21472, 2692, 18684, 1011, 24654, 9153, 2497, 9759, 5620, 3270, 12083, 2063, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 20003, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1043, 14945, 2751, 2806, 2099, 2760, 1043, 20051, 2618, 28992, 5292, 2906, 23296, 20097, 1043, 20051, 3334, 11265, 2226, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 14078, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1043, 14945, 17381, 2630, 2751, 2806, 2099, 2760, 10210, 3802, 10179, 1043, 20051, 2618, 28992, 5292, 2906, 23296, 20097, 1009, 1043, 14945, 12509, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 17943, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 29058, 3683, 14376, 7782, 3609, 9378, 6379, 3998, 19875, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1023, 1012, 2423, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 13268, 11052, 9496, 8043, 6336, 2531, 19968, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2410, 1012, 6353, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 20441, 2050, 28144, 2497, 13012, 23342, 10476, 1011, 17889, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6353, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 20441, 2050, 28144, 2497, 13012, 23342, 10476, 1011, 17889, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6353, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 11721, 17884, 2666, 6299, 25023, 2121, 5575, 1009, 1017, 14855, 28362, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5354, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 22108, 11382, 20842, 3736, 2546, 14142, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5764, 2620, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 11417, 13492, 10875, 9587, 2595, 2953, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1016, 1012, 16202, 2475, 1012, 16202, 8889, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 16183, 2480, 28105, 2099, 1010, 3267, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2260, 1012, 5345, 12521, 1012, 5345, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 8915, 9397, 7033, 23615, 6519, 8040, 18613, 12849, 23344, 4779, 9152, 10270, 20573, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4229, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8915, 9397, 7033, 23615, 6519, 8040, 18613, 12849, 23344, 4779, 9152, 10270, 20573, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4229, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2012, 7556, 1048, 4095, 25108, 21360, 5910, 4887, 4590, 21360, 10322, 25002, 2099, 21360, 22655, 10603, 3917, 21360, 5910, 3286, 18602, 1008, 1008, 1008, 11265, 2226, 1008, 1008, 1008, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
